Region.Label,Area,Sample.Label,Effort,distance
Default,40.47,1,128.75,0.06
Default,40.47,1,128.75,0.07
Default,40.47,1,128.75,0.04
Default,40.47,1,128.75,0.01
Default,40.47,1,128.75,0.37
Default,40.47,1,128.75,0.36
Default,40.47,1,128.75,0.51
Default,40.47,1,128.75,0.45
Default,40.47,1,128.75,0.32
Default,40.47,1,128.75,0.61
Default,40.47,1,128.75,0.61
Default,40.47,1,128.75,0.66
Default,40.47,1,128.75,0.69
Default,40.47,1,128.75,1.02
Default,40.47,1,128.75,1.15
Default,40.47,1,128.75,1
Default,40.47,1,128.75,1.03
Default,40.47,1,128.75,1.05
Default,40.47,1,128.75,1.41
Default,40.47,1,128.75,1.4
Default,40.47,1,128.75,1.69
Default,40.47,1,128.75,1.61
Default,40.47,1,128.75,2
Default,40.47,1,128.75,1.97
Default,40.47,1,128.75,1.95
Default,40.47,1,128.75,2.13
Default,40.47,1,128.75,2.27
Default,40.47,2,128.75,0.28
Default,40.47,2,128.75,0.23
Default,40.47,2,128.75,0.1
Default,40.47,2,128.75,0.38
Default,40.47,2,128.75,0.59
Default,40.47,2,128.75,0.86
Default,40.47,2,128.75,0.86
Default,40.47,2,128.75,0.89
Default,40.47,2,128.75,0.82
Default,40.47,2,128.75,0.76
Default,40.47,2,128.75,1.19
Default,40.47,2,128.75,1.05
Default,40.47,2,128.75,0.94
Default,40.47,2,128.75,0.94
Default,40.47,2,128.75,1.27
Default,40.47,2,128.75,1.23
Default,40.47,2,128.75,1.41
Default,40.47,2,128.75,1.39
Default,40.47,2,128.75,1.31
Default,40.47,2,128.75,1.74
Default,40.47,2,128.75,2.21
Default,40.47,2,128.75,2.29
Default,40.47,2,128.75,2.19
Default,40.47,2,128.75,2.38
Default,40.47,2,128.75,2.22
Default,40.47,3,128.75,0.2
Default,40.47,3,128.75,0.1
Default,40.47,3,128.75,0.06
Default,40.47,3,128.75,0.21
Default,40.47,3,128.75,0.13
Default,40.47,3,128.75,0.23
Default,40.47,3,128.75,0.33
Default,40.47,3,128.75,0.39
Default,40.47,3,128.75,0.35
Default,40.47,3,128.75,0.44
Default,40.47,3,128.75,0.42
Default,40.47,3,128.75,0.38
Default,40.47,3,128.75,0.74
Default,40.47,3,128.75,0.66
Default,40.47,3,128.75,0.68
Default,40.47,3,128.75,0.8
Default,40.47,3,128.75,0.7
Default,40.47,3,128.75,0.76
Default,40.47,3,128.75,0.89
Default,40.47,3,128.75,1.07
Default,40.47,3,128.75,0.96
Default,40.47,3,128.75,0.98
Default,40.47,3,128.75,0.92
Default,40.47,3,128.75,1.26
Default,40.47,3,128.75,1.47
Default,40.47,3,128.75,1.31
Default,40.47,3,128.75,1.22
Default,40.47,3,128.75,1.67
Default,40.47,3,128.75,1.81
Default,40.47,3,128.75,2.33
Default,40.47,3,128.75,2.23
Default,40.47,3,128.75,2.14
Default,40.47,4,128.75,0.17
Default,40.47,4,128.75,0.19
Default,40.47,4,128.75,0.25
Default,40.47,4,128.75,0.03
Default,40.47,4,128.75,0.13
Default,40.47,4,128.75,0.18
Default,40.47,4,128.75,0.57
Default,40.47,4,128.75,0.53
Default,40.47,4,128.75,0.51
Default,40.47,4,128.75,0.52
Default,40.47,4,128.75,0.42
Default,40.47,4,128.75,0.55
Default,40.47,4,128.75,0.63
Default,40.47,4,128.75,0.89
Default,40.47,4,128.75,0.75
Default,40.47,4,128.75,0.77
Default,40.47,4,128.75,0.76
Default,40.47,4,128.75,0.88
Default,40.47,4,128.75,1.09
Default,40.47,4,128.75,1.09
Default,40.47,4,128.75,1.21
Default,40.47,4,128.75,1.4
Default,40.47,4,128.75,1.58
Default,40.47,4,128.75,1.61
Default,40.47,4,128.75,1.64
Default,40.47,4,128.75,1.66
Default,40.47,4,128.75,1.65
Default,40.47,4,128.75,1.95
Default,40.47,4,128.75,1.91
Default,40.47,4,128.75,2.3
Default,40.47,4,128.75,2.11
Default,40.47,4,128.75,2.18
Default,40.47,5,128.75,0.06
Default,40.47,5,128.75,0.13
Default,40.47,5,128.75,0.12
Default,40.47,5,128.75,0.49
Default,40.47,5,128.75,0.48
Default,40.47,5,128.75,0.54
Default,40.47,5,128.75,0.46
Default,40.47,5,128.75,0.35
Default,40.47,5,128.75,0.53
Default,40.47,5,128.75,0.74
Default,40.47,5,128.75,1.07
Default,40.47,5,128.75,1.1
Default,40.47,5,128.75,1.02
Default,40.47,5,128.75,1.34
Default,40.47,5,128.75,1.4
Default,40.47,5,128.75,1.29
Default,40.47,5,128.75,1.43
Default,40.47,5,128.75,1.37
Default,40.47,5,128.75,1.38
Default,40.47,5,128.75,1.23
Default,40.47,5,128.75,1.69
Default,40.47,5,128.75,1.68
Default,40.47,5,128.75,1.7
Default,40.47,5,128.75,1.61
Default,40.47,5,128.75,1.56
Default,40.47,5,128.75,1.86
Default,40.47,5,128.75,1.83
Default,40.47,6,128.75,0.1
Default,40.47,6,128.75,0.08
Default,40.47,6,128.75,0.03
Default,40.47,6,128.75,0.18
Default,40.47,6,128.75,0.24
Default,40.47,6,128.75,0.42
Default,40.47,6,128.75,0.52
Default,40.47,6,128.75,0.41
Default,40.47,6,128.75,0.34
Default,40.47,6,128.75,0.63
Default,40.47,6,128.75,0.71
Default,40.47,6,128.75,0.75
Default,40.47,6,128.75,0.75
Default,40.47,6,128.75,0.97
Default,40.47,6,128.75,1.08
Default,40.47,6,128.75,1.12
Default,40.47,6,128.75,1.31
Default,40.47,6,128.75,1.33
Default,40.47,6,128.75,1.4
Default,40.47,6,128.75,1.22
Default,40.47,6,128.75,1.71
Default,40.47,6,128.75,1.59
Default,40.47,6,128.75,1.58
Default,40.47,6,128.75,2.05
Default,40.47,6,128.75,1.91
Default,40.47,6,128.75,1.84
Default,40.47,6,128.75,1.99
Default,40.47,6,128.75,2.32
Default,40.47,6,128.75,2.36
Default,40.47,6,128.75,2.24
Default,40.47,6,128.75,2.12
Default,40.47,7,128.75,0.07
Default,40.47,7,128.75,0.27
Default,40.47,7,128.75,0.09
Default,40.47,7,128.75,0.05
Default,40.47,7,128.75,0.03
Default,40.47,7,128.75,0.24
Default,40.47,7,128.75,0.44
Default,40.47,7,128.75,0.32
Default,40.47,7,128.75,0.42
Default,40.47,7,128.75,0.33
Default,40.47,7,128.75,0.73
Default,40.47,7,128.75,0.78
Default,40.47,7,128.75,0.79
Default,40.47,7,128.75,0.62
Default,40.47,7,128.75,0.74
Default,40.47,7,128.75,0.87
Default,40.47,7,128.75,0.67
Default,40.47,7,128.75,1.17
Default,40.47,7,128.75,1.08
Default,40.47,7,128.75,1.49
Default,40.47,7,128.75,1.42
Default,40.47,7,128.75,1.34
Default,40.47,7,128.75,1.68
Default,40.47,7,128.75,1.58
Default,40.47,7,128.75,1.67
Default,40.47,7,128.75,1.94
Default,40.47,7,128.75,2
Default,40.47,7,128.75,2.09
Default,40.47,7,128.75,2.37
Default,40.47,7,128.75,2.16
Default,40.47,8,128.75,0.08
Default,40.47,8,128.75,0.16
Default,40.47,8,128.75,0.21
Default,40.47,8,128.75,0.09
Default,40.47,8,128.75,0.51
Default,40.47,8,128.75,0.56
Default,40.47,8,128.75,0.75
Default,40.47,8,128.75,0.62
Default,40.47,8,128.75,1.1
Default,40.47,8,128.75,1.17
Default,40.47,8,128.75,1.16
Default,40.47,8,128.75,1.12
Default,40.47,8,128.75,1.43
Default,40.47,8,128.75,1.42
Default,40.47,8,128.75,1.71
Default,40.47,8,128.75,1.71
Default,40.47,8,128.75,1.64
Default,40.47,8,128.75,1.66
Default,40.47,8,128.75,1.82
Default,40.47,8,128.75,2.08
Default,40.47,8,128.75,1.88
Default,40.47,8,128.75,2.17
Default,40.47,8,128.75,2.35
Default,40.47,8,128.75,2.39
Default,40.47,9,128.75,0.05
Default,40.47,9,128.75,0.03
Default,40.47,9,128.75,0.51
Default,40.47,9,128.75,0.38
Default,40.47,9,128.75,0.58
Default,40.47,9,128.75,0.45
Default,40.47,9,128.75,0.32
Default,40.47,9,128.75,0.72
Default,40.47,9,128.75,1.08
Default,40.47,9,128.75,1.13
Default,40.47,9,128.75,1.12
Default,40.47,9,128.75,1.18
Default,40.47,9,128.75,1.01
Default,40.47,9,128.75,1.05
Default,40.47,9,128.75,1.38
Default,40.47,9,128.75,1.39
Default,40.47,9,128.75,1.25
Default,40.47,9,128.75,1.31
Default,40.47,9,128.75,1.68
Default,40.47,9,128.75,1.73
Default,40.47,9,128.75,1.81
Default,40.47,9,128.75,1.98
Default,40.47,9,128.75,1.95
Default,40.47,9,128.75,2.09
Default,40.47,9,128.75,2.15
Default,40.47,9,128.75,2.27
Default,40.47,10,128.75,0.19
Default,40.47,10,128.75,0.23
Default,40.47,10,128.75,0.25
Default,40.47,10,128.75,0.31
Default,40.47,10,128.75,0.68
Default,40.47,10,128.75,1.02
Default,40.47,10,128.75,0.97
Default,40.47,10,128.75,1.15
Default,40.47,10,128.75,0.91
Default,40.47,10,128.75,1.41
Default,40.47,10,128.75,1.21
Default,40.47,10,128.75,1.42
Default,40.47,10,128.75,1.7
Default,40.47,10,128.75,1.66
Default,40.47,10,128.75,1.61
Default,40.47,10,128.75,1.89
Default,40.47,10,128.75,2.16
Default,40.47,11,128.75,0.17
Default,40.47,11,128.75,0.48
Default,40.47,11,128.75,0.59
Default,40.47,11,128.75,0.58
Default,40.47,11,128.75,0.59
Default,40.47,11,128.75,0.63
Default,40.47,11,128.75,0.85
Default,40.47,11,128.75,0.64
Default,40.47,11,128.75,0.67
Default,40.47,11,128.75,1
Default,40.47,11,128.75,1.41
Default,40.47,11,128.75,1.38
Default,40.47,11,128.75,1.26
Default,40.47,11,128.75,1.35
Default,40.47,11,128.75,1.78
Default,40.47,11,128.75,1.55
Default,40.47,11,128.75,1.58
Default,40.47,11,128.75,1.73
Default,40.47,11,128.75,1.72
Default,40.47,11,128.75,1.86
Default,40.47,11,128.75,2.06
Default,40.47,11,128.75,2
Default,40.47,11,128.75,2.32
Default,40.47,11,128.75,2.2
Default,40.47,11,128.75,2.25
Default,40.47,12,128.75,0.27
Default,40.47,12,128.75,0.31
Default,40.47,12,128.75,0.77
Default,40.47,12,128.75,0.83
Default,40.47,12,128.75,0.72
Default,40.47,12,128.75,0.64
Default,40.47,12,128.75,1.02
Default,40.47,12,128.75,1.51
Default,40.47,12,128.75,1.76
Default,40.47,12,128.75,1.69
Default,40.47,12,128.75,2
Default,40.47,12,128.75,1.91
Default,40.47,12,128.75,1.94
Default,40.47,12,128.75,2.07
Default,40.47,12,128.75,1.93
Default,40.47,12,128.75,1.9
Default,40.47,12,128.75,1.88
Default,40.47,12,128.75,2.27
Default,40.47,12,128.75,2.25
Default,40.47,12,128.75,2.36
Default,40.47,13,128.75,0.21
Default,40.47,13,128.75,0.26
Default,40.47,13,128.75,0.05
Default,40.47,13,128.75,0.53
Default,40.47,13,128.75,0.34
Default,40.47,13,128.75,0.82
Default,40.47,13,128.75,0.61
Default,40.47,13,128.75,0.79
Default,40.47,13,128.75,0.86
Default,40.47,13,128.75,0.77
Default,40.47,13,128.75,0.69
Default,40.47,13,128.75,0.74
Default,40.47,13,128.75,0.85
Default,40.47,13,128.75,1.71
Default,40.47,13,128.75,1.68
Default,40.47,13,128.75,1.64
Default,40.47,13,128.75,1.85
Default,40.47,13,128.75,1.98
Default,40.47,13,128.75,1.88
Default,40.47,13,128.75,2.11
Default,40.47,13,128.75,2.18
Default,40.47,13,128.75,2.4
Default,40.47,14,128.75,0.07
Default,40.47,14,128.75,0.04
Default,40.47,14,128.75,0.45
Default,40.47,14,128.75,0.49
Default,40.47,14,128.75,0.54
Default,40.47,14,128.75,0.57
Default,40.47,14,128.75,0.41
Default,40.47,14,128.75,0.53
Default,40.47,14,128.75,0.54
Default,40.47,14,128.75,0.4
Default,40.47,14,128.75,0.66
Default,40.47,14,128.75,0.86
Default,40.47,14,128.75,1.16
Default,40.47,14,128.75,1.18
Default,40.47,14,128.75,1.05
Default,40.47,14,128.75,0.96
Default,40.47,14,128.75,0.91
Default,40.47,14,128.75,1.35
Default,40.47,14,128.75,1.4
Default,40.47,14,128.75,1.46
Default,40.47,14,128.75,1.3
Default,40.47,14,128.75,1.29
Default,40.47,14,128.75,1.68
Default,40.47,14,128.75,1.81
Default,40.47,14,128.75,2.35
Default,40.47,14,128.75,2.29
Default,40.47,15,128.75,0.27
Default,40.47,15,128.75,0.09
Default,40.47,15,128.75,0.2
Default,40.47,15,128.75,0.21
Default,40.47,15,128.75,0.35
Default,40.47,15,128.75,0.57
Default,40.47,15,128.75,0.48
Default,40.47,15,128.75,0.47
Default,40.47,15,128.75,0.69
Default,40.47,15,128.75,0.7
Default,40.47,15,128.75,0.67
Default,40.47,15,128.75,0.68
Default,40.47,15,128.75,0.97
Default,40.47,15,128.75,0.96
Default,40.47,15,128.75,0.98
Default,40.47,15,128.75,1.14
Default,40.47,15,128.75,0.92
Default,40.47,15,128.75,1.02
Default,40.47,15,128.75,1.37
Default,40.47,15,128.75,1.43
Default,40.47,15,128.75,1.4
Default,40.47,15,128.75,1.22
Default,40.47,15,128.75,1.26
Default,40.47,15,128.75,1.44
Default,40.47,15,128.75,1.54
Default,40.47,15,128.75,1.67
Default,40.47,15,128.75,2.07
Default,40.47,15,128.75,1.86
Default,40.47,15,128.75,1.95
Default,40.47,15,128.75,2
Default,40.47,15,128.75,2.05
Default,40.47,15,128.75,2.12
Default,40.47,16,128.75,0.28
Default,40.47,16,128.75,0.12
Default,40.47,16,128.75,1.02
Default,40.47,16,128.75,1.1
Default,40.47,16,128.75,1.04
Default,40.47,16,128.75,1.22
Default,40.47,16,128.75,1.39
Default,40.47,16,128.75,1.28
Default,40.47,16,128.75,1.23
Default,40.47,16,128.75,1.26
Default,40.47,16,128.75,1.39
Default,40.47,16,128.75,1.48
Default,40.47,16,128.75,1.39
Default,40.47,16,128.75,1.7
Default,40.47,16,128.75,1.9
Default,40.47,16,128.75,1.99
Default,40.47,16,128.75,1.87
Default,40.47,16,128.75,2.31
Default,40.47,16,128.75,2.27
Default,40.47,17,128.75,0.22
Default,40.47,17,128.75,0.18
Default,40.47,17,128.75,0.22
Default,40.47,17,128.75,0.26
Default,40.47,17,128.75,0.36
Default,40.47,17,128.75,0.59
Default,40.47,17,128.75,0.34
Default,40.47,17,128.75,0.36
Default,40.47,17,128.75,0.86
Default,40.47,17,128.75,0.69
Default,40.47,17,128.75,0.67
Default,40.47,17,128.75,0.98
Default,40.47,17,128.75,0.97
Default,40.47,17,128.75,1.06
Default,40.47,17,128.75,1.19
Default,40.47,17,128.75,1.14
Default,40.47,17,128.75,1.45
Default,40.47,17,128.75,1.35
Default,40.47,17,128.75,1.32
Default,40.47,17,128.75,1.48
Default,40.47,17,128.75,1.78
Default,40.47,17,128.75,1.69
Default,40.47,17,128.75,1.62
Default,40.47,17,128.75,1.55
Default,40.47,17,128.75,1.66
Default,40.47,17,128.75,1.71
Default,40.47,17,128.75,2.05
Default,40.47,17,128.75,2.06
Default,40.47,17,128.75,2.38
Default,40.47,17,128.75,2.17
Default,40.47,17,128.75,2.38
Default,40.47,18,128.75,0.24
Default,40.47,18,128.75,0.06
Default,40.47,18,128.75,0.23
Default,40.47,18,128.75,0.23
Default,40.47,18,128.75,0.13
Default,40.47,18,128.75,0.28
Default,40.47,18,128.75,0.37
Default,40.47,18,128.75,0.39
Default,40.47,18,128.75,0.32
Default,40.47,18,128.75,0.47
Default,40.47,18,128.75,0.36
Default,40.47,18,128.75,0.44
Default,40.47,18,128.75,0.84
Default,40.47,18,128.75,0.74
Default,40.47,18,128.75,0.66
Default,40.47,18,128.75,0.85
Default,40.47,18,128.75,1.31
Default,40.47,18,128.75,1.43
Default,40.47,18,128.75,1.33
Default,40.47,18,128.75,1.39
Default,40.47,18,128.75,1.3
Default,40.47,18,128.75,1.36
Default,40.47,18,128.75,1.75
Default,40.47,18,128.75,1.72
Default,40.47,18,128.75,2
Default,40.47,18,128.75,2.19
Default,40.47,18,128.75,2.38
Default,40.47,18,128.75,2.27
Default,40.47,18,128.75,2.37
Default,40.47,19,128.75,0.23
Default,40.47,19,128.75,0.26
Default,40.47,19,128.75,0.28
Default,40.47,19,128.75,0.03
Default,40.47,19,128.75,0.33
Default,40.47,19,128.75,0.49
Default,40.47,19,128.75,0.7
Default,40.47,19,128.75,0.61
Default,40.47,19,128.75,0.76
Default,40.47,19,128.75,0.7
Default,40.47,19,128.75,0.86
Default,40.47,19,128.75,1.14
Default,40.47,19,128.75,1.05
Default,40.47,19,128.75,1.01
Default,40.47,19,128.75,1.31
Default,40.47,19,128.75,1.49
Default,40.47,19,128.75,1.37
Default,40.47,19,128.75,1.29
Default,40.47,19,128.75,1.31
Default,40.47,19,128.75,1.52
Default,40.47,19,128.75,1.61
Default,40.47,19,128.75,1.51
Default,40.47,19,128.75,1.76
Default,40.47,19,128.75,1.63
Default,40.47,19,128.75,1.84
Default,40.47,19,128.75,2.29
Default,40.47,19,128.75,2.27
Default,40.47,20,128.75,0.19
Default,40.47,20,128.75,0.23
Default,40.47,20,128.75,0.27
Default,40.47,20,128.75,0.08
Default,40.47,20,128.75,0.19
Default,40.47,20,128.75,0.55
Default,40.47,20,128.75,0.62
Default,40.47,20,128.75,0.71
Default,40.47,20,128.75,0.73
Default,40.47,20,128.75,0.76
Default,40.47,20,128.75,0.85
Default,40.47,20,128.75,0.84
Default,40.47,20,128.75,0.71
Default,40.47,20,128.75,1.06
Default,40.47,20,128.75,1.18
Default,40.47,20,128.75,1
Default,40.47,20,128.75,0.94
Default,40.47,20,128.75,1.05
Default,40.47,20,128.75,1.31
Default,40.47,20,128.75,1.38
Default,40.47,20,128.75,1.27
Default,40.47,20,128.75,1.21
Default,40.47,20,128.75,1.51
Default,40.47,20,128.75,1.84
Default,40.47,20,128.75,1.92
Default,40.47,20,128.75,1.94
Default,40.47,20,128.75,2.18
Default,40.47,20,128.75,2.26
Default,40.47,20,128.75,2.36
Default,40.47,20,128.75,2.32
Default,40.47,20,128.75,2.38
Default,40.47,20,128.75,2.13
